id,college,program,subjects,maxComposite,seats,totalApplicants,r1,r2,r3,r1_UR,r1_OBC,r1_SC,r1_ST,r1_EWS,r1_PwBD,r3_UR,r3_OBC,r3_SC,r3_ST,r3_EWS,r3_PwBD
1394,Swami Shardhanand College,B.A Program (History + Political Science),,,,,568.8614,568.8614,,568.8614,428.9261,394.8456,336.0222,346.5818,,,552.0747,,200.6678,355.4042,
1395,Swami Shardhanand College,B.A Program (Mathematics + OMSP),,,,,549.3453,549.3453,,549.3453,346.417,217.7951,,298.2138,,,326.7509,,,,
1396,Swami Shardhanand College,B.A Program (Office Management & Secretarial Practice (OMSP) + Political Science),,,,,583.2321,603.3767,623.5213,583.2321,424.6168,471.8497,327.3331,409.4735,,623.5213,586.1439,,,423.8575,
1397,Swami Shardhanand College,B.A Program (Sanskrit + Economics),,,,,424.4904,424.4904,,424.4904,184.6998,,,415.8076,,,,211.3679,,,
1398,Swami Shardhanand College,B.A Program (Sanskrit + History),,,,,311.5893,311.5893,,311.5893,,,,,,,,,,,
1399,Swami Shardhanand College,B.A Program (Sanskrit + OMSP),,,,,263.0247,378.9983,494.972,263.0247,,,,,,494.972,290.2644,,,,
1400,Swami Shardhanand College,B.A. (Hons.) English,,,,,619.0128,622.3995,625.7863,619.0128,454.4712,414.8606,364.1147,445.822,229.4203,625.7863,527.7766,620.2881,160.2807,439.9993,
1401,Swami Shardhanand College,B.A. (Hons.) Geography,,,,,611.865,611.865,,611.865,492.12,423.8651,476.9231,412.8013,,,645.132,,,579.4536,
1402,Swami Shardhanand College,B.A. (Hons.) Hindi,,,,,253.0229,308.6666,364.3103,253.0229,118.7962,99.9229,,,,364.3103,,265.8144,,,
1403,Swami Shardhanand College,B.A. (Hons.) History,,,,,591.3144,610.2437,629.1731,591.3144,445.671,410.9335,365.6589,365.309,,629.1731,604.6829,,208.4521,313.993,
1404,Swami Shardhanand College,B.Com,,,,,663.4768,697.1151,730.7534,663.4768,498.2621,397.645,153.5043,550.5453,210.1395,730.7534,652.4977,,365.6955,624.8426,
1405,Swami Shardhanand College,B.Com (Hons.),,,,,712.0866,712.0866,,712.0866,568.9031,465.4572,159.6072,619.7653,429.4759,,,,,,246.5759
1406,Swami Shardhanand College,B.Sc (Hons.) Botany,,,,,490.0521,473.5929,457.1337,490.0521,420.9025,345.7652,313.1251,422.098,67.3943,457.1337,405.9148,384.0095,270.133,,
1407,Swami Shardhanand College,B.Sc (Hons.) Chemistry,,,,,322.0553,322.0553,,322.0553,257.3661,171.4359,133.2539,249.3691,,,252.2106,106.6069,,238.1379,
1408,Swami Shardhanand College,B.Sc (Hons.) Microbiology,,,,,543.756,519.4464,495.1368,543.756,480.8053,408.6889,363.6504,478.5455,242.5351,495.1368,,371.7803,,,
1409,Swami Shardhanand College,B.Sc (Hons.) Physics,,,,,323.6778,335.887,348.0962,323.6778,253.4674,164.1693,55.1879,257.4853,,348.0962,237.4066,135.3083,,,
1410,Swami Shardhanand College,B.Sc (Hons.) Zoology,,,,,510.605,498.4995,486.3941,510.605,447.5038,378.253,334.9153,436.8335,,486.3941,437.5585,328.129,276.9759,,
1411,Swami Shardhanand College,B.Sc (Prog.) Applied Life Science,,,,,483.8498,465.6252,447.4005,483.8498,414.2238,338.2005,266.4055,420.1019,125.6594,447.4005,418.5909,286.0406,201.5722,,
1412,Swami Shardhanand College,B.Sc (Prog.) Life Science,,,,,472.6336,457.8367,443.0399,472.6336,401.6446,325.4847,262.094,407.5161,,443.0399,398.6695,297.0228,194.7312,434.6826,
1413,Swami Shardhanand College,B.Sc (Prog.) Physical Science with Chemistry,,,,,224.3305,204.935,185.5394,224.3305,163.5191,49.108,,165.5089,,185.5394,96.3603,85.7779,,,
1414,Vivekananda College (W),B.A Program (Computer Applications + Economics),,,,,630.8328,630.8328,,630.8328,378.6545,324.7877,,487.2061,,,,217.267,,,
1415,Vivekananda College (W),B.A Program (Computer Applications + Mathematics),,,,,576.1725,565.8919,555.6113,576.1725,414.635,404.1826,144.3603,412.5892,,555.6113,411.6297,,,,
1416,Vivekananda College (W),B.A Program (Computer Applications + Political Science),,,,,553.1808,553.1808,,553.1808,364.2534,243.7906,,275.4023,,,408.5843,,,,
1417,Vivekananda College (W),B.A Program (Economics + Mathematics),,,,,640.9049,640.9049,,640.9049,380.965,206.5872,,331.619,,,346.6409,429.3952,,,
1418,Vivekananda College (W),B.A Program (Economics + Political Science),,,,,647.6882,647.6882,,647.6882,450.5902,414.7427,382.304,475.7029,,,,,,,
1419,Vivekananda College (W),B.A Program (English + Computer Applications),,,,,595.3976,591.9623,588.5269,595.3976,463.2381,413.3052,257.5051,473.3564,,588.5269,486.9529,,,,
1420,Vivekananda College (W),B.A Program (English + Food Technology),,,,,656.7454,656.7454,,656.7454,552.3883,562.2637,485.2107,571.5652,,,552.3883,,306.9016,465.8033,
1421,Vivekananda College (W),B.A Program (English + French),,,,,586.4674,616.5003,646.5332,586.4674,383.3899,390.3007,279.2693,373.7,,646.5332,466.4715,,,,
1422,Vivekananda College (W),B.A Program (Food Technology (FT) + History),,,,,537.3261,537.3261,,537.3261,407.3718,340.0883,,396.3904,,,,,,,
1423,Vivekananda College (W),B.A Program (Food Technology (FT) + Political Science),,,,,567.8651,567.8651,,567.8651,456.7559,331.5964,173.1747,388.8506,,,,,,188.74,
1424,Vivekananda College (W),B.A Program (French + Economics),,,,,608.9878,566.1938,523.3998,608.9878,294.0245,357.3492,,441.7191,,523.3998,347.6398,,,,
1425,Vivekananda College (W),B.A Program (History + Music),,,,,472.2739,495.1698,518.0656,472.2739,338.4676,316.7623,,,,518.0656,364.9379,180.7892,,,271.2872
1426,Vivekananda College (W),B.A Program (History + Political Science),,,,,618.9356,618.9356,,618.9356,473.4324,431.1669,337.9319,418.1374,367.1522,,,,,,
1427,Vivekananda College (W),B.A Program (Sanskrit + History),,,,,198.8526,288.5694,378.2863,198.8526,,,,,,378.2863,,,,,
1428,Vivekananda College (W),B.A Program (Sanskrit + Music),,,,,253.9767,246.7433,239.5099,253.9767,,,,,,239.5099,,,,,
1429,Vivekananda College (W),B.A. (Hons.) Applied Psychology,,,,,758.089,758.089,,758.089,555.3635,508.8285,419.2761,539.2207,384.5915,,719.5686,,,,
1430,Vivekananda College (W),B.A. (Hons.) English,,,,,645.6915,645.6915,,645.6915,472.6386,451.4163,457.3807,460.8505,,,555.8344,,457.3807,427.5158,
1431,Vivekananda College (W),B.A. (Hons.) Hindi,,,,,213.2789,284.1012,354.9236,213.2789,132.1205,,,,,354.9236,,253.9316,,,
1432,Vivekananda College (W),B.A. (Hons.) History,,,,,614.8343,614.8343,,614.8343,444.4696,408.7807,342.0072,318.0902,466.6521,,708.0292,,175.7326,,
1433,Vivekananda College (W),B.A. (Hons.) Political Science,,,,,661.5498,669.1379,676.726,661.5498,533.5433,538.5582,405.6942,424.6875,,676.726,660.9417,,271.6284,312.4828,
1434,Vivekananda College (W),B.A. (Hons.) Sanskrit,,,,,219.5751,273.4595,327.344,219.5751,81.8222,,,,,327.344,256.3355,291.1811,,,
1435,Vivekananda College (W),B.Com,,,,,684.9153,691.7822,698.649,684.9153,508.8771,400.2399,225.1309,531.5068,,698.649,656.9078,,,591.3782,
1436,Vivekananda College (W),B.Com (Hons.),,,,,731.8581,727.0656,722.273,731.8581,582.1333,466.6771,179.6985,600.2451,,722.273,695.7617,,,698.4521,
1437,Vivekananda College (W),B.Sc (Hons.) Home Science,,,,,395.8463,410.3035,424.7608,395.8463,314.3077,261.7078,212.7614,304.5286,,424.7608,275.1205,,176.1584,242.3547,
1438,Vivekananda College (W),B.Sc (Hons.) Mathematics,,,,,499.56,499.56,,499.56,363.1513,253.9307,263.7545,371.3204,354.6179,,281.1363,227.3709,263.7545,325.9923,
1439,Zakir Husain Delhi College,B.A Program (Arabic + Economics),,,,,484.574,484.574,,484.574,357.0914,263.0235,,284.4541,,,235.9235,,,311.177,
1440,Zakir Husain Delhi College,B.A Program (Arabic + History),,,,,436.4408,436.4408,,436.4408,367.7287,,,273.8935,,,367.7287,,,,
1441,Zakir Husain Delhi College,B.A Program (Arabic + Political Science),,,,,400.2022,400.2022,,400.2022,219.5139,200.0374,,,,,231.7352,,,,
1442,Zakir Husain Delhi College,B.A Program (Bengali + Economics),,,,,462.3039,462.3039,,462.3039,,142.6062,,,,,,,,,
1443,Zakir Husain Delhi College,B.A Program (Bengali + History),,,,,250.4071,308.0002,365.5933,250.4071,,,,,,365.5933,,,,,
1444,Zakir Husain Delhi College,B.A Program (Bengali + Political Science),,,,,241.9124,405.4994,569.0863,241.9124,,122.1562,,,,569.0863,,,,,
1445,Zakir Husain Delhi College,B.A Program (Economics + Human Resource Management (HRM)),,,,,677.719,677.719,,677.719,508.0183,457.4744,394.4752,515.2472,,,,,315.1694,,
1446,Zakir Husain Delhi College,B.A Program (Economics + Mathematics),,,,,674.5086,660.4743,646.44,674.5086,466.2587,411.2462,302.2104,413.305,,646.44,,,,194.6391,
1447,Zakir Husain Delhi College,B.A Program (Economics + Political Science),,,,,657.2005,657.2005,,657.2005,555.3254,503.8067,521.5523,471.5585,,,543.997,,,549.5565,
1448,Zakir Husain Delhi College,B.A Program (English + Economics),,,,,693.4742,693.4248,693.3753,693.4742,517.7528,481.9463,,532.1637,,693.3753,,,,,
1449,Zakir Husain Delhi College,B.A Program (English + History),,,,,653.9376,653.9376,,653.9376,561.5974,487.9005,448.9635,465.8317,,,,,,,
1450,Zakir Husain Delhi College,B.A Program (English + Mathematics),,,,,640.8257,640.8257,,640.8257,491.5855,461.8615,,438.8879,,,,351.7528,,,
1451,Zakir Husain Delhi College,B.A Program (English + Political Science),,,,,663.0485,661.7906,660.5327,663.0485,570.4678,509.7879,566.2322,556.2803,,660.5327,,,,,
1452,Zakir Husain Delhi College,B.A Program (Hindi + Economics),,,,,577.2868,608.5293,639.7718,577.2868,444.0199,426.0761,244.4413,376.0723,,639.7718,,,,,
1453,Zakir Husain Delhi College,B.A Program (Hindi + History),,,,,561.0029,561.0029,,561.0029,445.9008,416.0623,312.174,,,,,,,,
1454,Zakir Husain Delhi College,B.A Program (Hindi + Political Science),,,,,579.402,579.402,,579.402,452.162,438.3292,174.5205,374.1688,,,,,,,
1455,Zakir Husain Delhi College,B.A Program (History + Philosophy),,,,,630.6717,630.6717,,630.6717,452.34,425.6137,392.3289,417.3516,,,,,,378.398,
1456,Zakir Husain Delhi College,B.A Program (History + Political Science),,,,,626.6991,634.6425,642.5858,626.6991,507.6846,465.816,502.9259,486.5631,,642.5858,,,,,
1457,Zakir Husain Delhi College,B.A Program (Human Resource Management (HRM) + Psychology),,,,,747.1057,747.1057,,747.1057,554.7753,580.327,494.4011,,,,,,,,
1458,Zakir Husain Delhi College,B.A Program (Mathematics + Philosophy),,,,,591.4207,591.4207,,591.4207,457.3383,389.9922,,426.6002,,,,536.0483,,,
1459,Zakir Husain Delhi College,B.A Program (Mathematics + Psychology),,,,,673.4532,673.4532,,673.4532,490.7193,451.9238,,,,,,,,,
1460,Zakir Husain Delhi College,B.A Program (Persian + Economics),,,,,360.8266,410.2389,459.6512,360.8266,282.3904,224.6875,,,,459.6512,,,,,
1461,Zakir Husain Delhi College,B.A Program (Persian + History),,,,,264.7319,306.089,347.4462,264.7319,,,,,,347.4462,,,,,
1462,Zakir Husain Delhi College,B.A Program (Persian + Political Science),,,,,128.8694,128.8694,,128.8694,,,,,,,204.7008,,,,
1463,Zakir Husain Delhi College,B.A Program (Philosophy + Psychology),,,,,743.9802,743.9802,,743.9802,575.2486,575.3752,507.2869,574.7563,,,,,,474.3059,
1464,Zakir Husain Delhi College,B.A Program (Sanskrit + Economics),,,,,399.7431,491.3386,582.9341,399.7431,289.6341,,,222.2803,,582.9341,,324.1761,,,
1465,Zakir Husain Delhi College,B.A Program (Sanskrit + History),,,,,341.6525,414.6392,487.626,341.6525,311.5637,204.9511,,,,487.626,445.5376,297.9261,,,
1466,Zakir Husain Delhi College,B.A Program (Sanskrit + Political Science),,,,,321.7073,321.7073,,321.7073,213.0863,,,,,,285.5278,,,,
1467,Zakir Husain Delhi College,B.A Program (Urdu + Economics),,,,,505.4357,505.4357,,505.4357,356.6634,,,194.6391,,,,,343.5258,,
1468,Zakir Husain Delhi College,B.A Program (Urdu + History),,,,,441.5598,441.5598,,441.5598,247.9418,,289.8023,,,,494.907,,,,
1469,Zakir Husain Delhi College,B.A Program (Urdu + Political Science),,,,,498.19,498.19,,498.19,289.9676,,222.0864,,,,,,,,
1470,Zakir Husain Delhi College,B.A. (Hons.) Arabic,,,,,523.5459,523.5459,,523.5459,359.9885,270.7388,,321.9947,,,387.1633,275.6531,,427.8106,
1471,Zakir Husain Delhi College,B.A. (Hons.) Bengali,,,,,320.5199,259.4101,198.3003,320.5199,299.0208,223.8824,175.7326,140.9057,,198.3003,271.4709,304.1674,,375.1507,
1472,Zakir Husain Delhi College,B.A. (Hons.) Economics,,,,,700.5961,705.2783,709.9604,700.5961,464.3467,332.0192,235.3228,464.1321,,709.9604,,,,,
1473,Zakir Husain Delhi College,B.A. (Hons.) English,,,,,670.3394,670.3394,,670.3394,506.1998,468.6136,508.2076,493.2179,164.4674,,626.6101,,657.6406,,
1474,Zakir Husain Delhi College,B.A. (Hons.) Hindi,,,,,387.063,387.063,,387.063,219.363,262.6218,,155.3065,334.2878,,186.019,262.6218,,,
1475,Zakir Husain Delhi College,B.A. (Hons.) History,,,,,689.9892,689.9892,,689.9892,549.0132,556.1404,539.481,490.9757,308.1278,,,,489.6566,381.1201,308.1278
1476,Zakir Husain Delhi College,B.A. (Hons.) Persian,,,,,490.7517,523.008,555.2643,490.7517,329.861,287.0548,200.6707,249.4554,,555.2643,332.8442,383.9233,,333.6088,
1477,Zakir Husain Delhi College,B.A. (Hons.) Philosophy,,,,,629.4514,640.4394,651.4274,629.4514,451.2965,398.6107,367.6234,394.541,,651.4274,608.5407,,259.142,385.5976,
1478,Zakir Husain Delhi College,B.A. (Hons.) Political Science,,,,,692.6277,708.342,724.0563,692.6277,592.1265,522.0462,512.8609,535.0816,339.2592,724.0563,,,,,452.2109
1479,Zakir Husain Delhi College,B.A. (Hons.) Psychology,,,,,793.07,785.5647,778.0594,793.07,638.7898,583.4535,607.5349,589.4373,349.6289,778.0594,,,,629.1551,
1480,Zakir Husain Delhi College,B.A. (Hons.) Sanskrit,,,,,394.7465,420.7738,446.801,394.7465,140.2367,170.5131,,206.0711,,446.801,86.1738,225.38,,,
1481,Zakir Husain Delhi College,B.A. (Hons.) Urdu,,,,,111.2922,227.5721,343.8521,111.2922,196.9902,97.9345,,111.3299,,343.8521,151.8817,182.6575,,183.0538,
1482,Zakir Husain Delhi College,B.Com,,,,,723.058,746.5507,770.0434,723.058,571.6932,481.42,282.4238,618.5526,529.8076,770.0434,,,378.6562,,
1483,Zakir Husain Delhi College,B.Com (Hons.),,,,,747.8036,741.5562,735.3089,747.8036,602.5571,508.7756,397.7252,644.9476,,735.3089,686.874,,,688.0358,
1484,Zakir Husain Delhi College,B.Sc (Hons.) Botany,,,,,494.5888,477.5421,460.4953,494.5888,424.8511,350.0269,321.9015,415.7688,,460.4953,432.1465,,,,
1485,Zakir Husain Delhi College,B.Sc (Hons.) Chemistry,,,,,327.5214,329.6427,331.764,327.5214,263.1082,181.1193,76.3481,263.0115,,331.764,255.6574,125.7865,76.3481,,
1486,Zakir Husain Delhi College,B.Sc (Hons.) Electronics,,,,,316.2598,316.2598,,316.2598,241.3694,175.5102,77.4574,242.0547,,,213.3083,31.1756,,242.5654,
1487,Zakir Husain Delhi College,B.Sc (Hons.) Mathematics,,,,,532.4032,543.4923,554.5813,532.4032,421.6161,317.4369,125.8687,404.8743,,554.5813,457.85,287.5779,,380.6185,
1488,Zakir Husain Delhi College,B.Sc (Hons.) Zoology,,,,,532.0641,500.3032,468.5423,532.0641,459.3264,382.3373,357.0255,432.6691,102.4635,468.5423,459.0114,,,452.9285,
1489,Zakir Husain Delhi College,B.Sc (Prog.) Life Science,,,,,482.8728,464.5057,446.1385,482.8728,412.7671,330.9753,289.6017,409.5455,,446.1385,405.7149,,206.398,366.2151,
1490,Zakir Husain Delhi College,B.Sc (Prog.) Physical Science with Chemistry,,,,,245.9256,242.6242,239.3228,245.9256,185.459,104.9175,203.1328,170.8585,,239.3228,116.4151,22.2787,,202.5027,
1491,Zakir Husain Delhi College (Evening),B.A Program (Arabic + Economics),,,,,473.9133,473.9133,,473.9133,280.4819,,,,,,,,,,
1492,Zakir Husain Delhi College (Evening),B.A Program (Arabic + History),,,,,369.4203,369.4203,,369.4203,121.3084,,,,,,181.7994,,,,
1493,Zakir Husain Delhi College (Evening),B.A Program (Arabic + Political Science),,,,,435.8611,450.1902,464.5193,435.8611,343.7683,,,341.1921,,464.5193,,,,,
1494,Zakir Husain Delhi College (Evening),B.A Program (Banking and Insurance + Economics),,,,,657.2703,657.2703,,657.2703,507.4645,482.0464,484.3326,507.9284,419.7361,,,,336.3837,,
1495,Zakir Husain Delhi College (Evening),B.A Program (Bengali + Economics),,,,,362.9174,362.9174,,362.9174,309.7202,,,,,,,,,,
1496,Zakir Husain Delhi College (Evening),B.A Program (Bengali + History),,,,,124.7394,238.6696,352.5998,124.7394,,,,,,352.5998,,,,,
1497,Zakir Husain Delhi College (Evening),B.A Program (Bengali + Political Science),,,,,226.0827,226.0827,,226.0827,,,,,,,,,,,
1498,Zakir Husain Delhi College (Evening),B.A Program (Economics + History),,,,,551.5522,585.6836,619.8151,551.5522,391.4788,353.6923,321.0557,377.1795,,619.8151,,,,487.9305,
1499,Zakir Husain Delhi College (Evening),B.A Program (Economics + Human Resource Management (HRM)),,,,,637.9425,641.2387,644.535,637.9425,473.9272,375.0581,178.898,502.8112,,644.535,,,213.3846,,
1500,Zakir Husain Delhi College (Evening),B.A Program (Economics + Mathematics),,,,,602.0581,614.1242,626.1904,602.0581,378.4783,307.4325,,,,626.1904,422.2075,225.1907,,,
1501,Zakir Husain Delhi College (Evening),B.A Program (Economics + Philosophy),,,,,638.7769,638.7769,,638.7769,506.7176,348.9201,305.9913,463.1853,,,,,,,
1502,Zakir Husain Delhi College (Evening),B.A Program (Economics + Political Science),,,,,559.1209,559.1209,,559.1209,383.4773,342.6878,299.0089,500.7957,214.0621,,,,340.9456,,
1503,Zakir Husain Delhi College (Evening),B.A Program (English + Economics),,,,,636.1851,636.1851,,636.1851,468.2203,361.5677,,,,,,,,,
1504,Zakir Husain Delhi College (Evening),B.A Program (English + History),,,,,585.2497,585.2497,,585.2497,480.5302,498.9285,331.6884,,394.4204,,,,410.651,,
1505,Zakir Husain Delhi College (Evening),B.A Program (English + Philosophy),,,,,699.8504,699.8504,,699.8504,506.9291,444.7279,,421.3545,,,,,,,
1506,Zakir Husain Delhi College (Evening),B.A Program (English + Political Science),,,,,625.5299,625.5299,,625.5299,576.4652,,,484.9003,,,,,,,
1507,Zakir Husain Delhi College (Evening),B.A Program (Hindi + Economics),,,,,549.0903,549.0903,,549.0903,414.6032,342.9379,,318.8744,,,,,,,
1508,Zakir Husain Delhi College (Evening),B.A Program (Hindi + History),,,,,524.9784,524.9784,,524.9784,409.0425,338.7369,,259.6086,229.6265,,,,,,
1509,Zakir Husain Delhi College (Evening),B.A Program (Hindi + Political Science),,,,,527.6961,527.6961,,527.6961,421.0598,400.4172,,246.5197,,,,,,,138.3164
1510,Zakir Husain Delhi College (Evening),B.A Program (History + Political Science),,,,,552.7288,552.7288,,552.7288,442.7621,424.7776,354.195,375.2937,178.0912,,,,,,
1511,Zakir Husain Delhi College (Evening),B.A Program (Persian + Economics),,,,,333.0214,360.162,387.3026,333.0214,,,,,,387.3026,,184.2821,,,
1512,Zakir Husain Delhi College (Evening),B.A Program (Persian + History),,,,,241.126,283.4891,325.8523,241.126,,,,,,325.8523,,,,,
1513,Zakir Husain Delhi College (Evening),B.A Program (Persian + Political Science),,,,,112.3728,225.5044,338.636,112.3728,,,,,,338.636,306.0409,,,301.8149,
1514,Zakir Husain Delhi College (Evening),B.A Program (Philosophy + Political Science),,,,,615.3358,615.3358,,615.3358,395.3514,423.598,366.6242,,,,513.0069,,,,
1515,Zakir Husain Delhi College (Evening),B.A Program (Sanskrit + Economics),,,,,395.901,395.901,,395.901,229.6357,,,,,,229.6357,,,,
1516,Zakir Husain Delhi College (Evening),B.A Program (Sanskrit + History),,,,,296.9226,296.9226,,296.9226,,,,175.2454,,,,,,,
1517,Zakir Husain Delhi College (Evening),B.A Program (Sanskrit + Political Science),,,,,359.059,359.059,,359.059,170.7506,212.6481,,,,,203.8878,,,,
1518,Zakir Husain Delhi College (Evening),B.A Program (Urdu + Economics),,,,,482.8978,482.8978,,482.8978,338.1557,,,,,,311.3413,,,,
1519,Zakir Husain Delhi College (Evening),B.A Program (Urdu + History),,,,,392.9014,392.9014,,392.9014,232.1945,,,,,,,,,,
1520,Zakir Husain Delhi College (Evening),B.A Program (Urdu + Political Science),,,,,496.524,496.524,,496.524,375.2588,,144.895,,,,,,,,
1521,Zakir Husain Delhi College (Evening),B.A. (Hons.) English,,,,,591.4534,607.0094,622.5653,591.4534,431.8628,376.5188,392.3329,400.59,,622.5653,,,,456.1054,
1522,Zakir Husain Delhi College (Evening),B.A. (Hons.) Hindi,,,,,389.6558,389.6558,,389.6558,259.9857,276.7423,,190.2139,,,200.4484,,,,
1523,Zakir Husain Delhi College (Evening),B.A. (Hons.) History,,,,,553.245,553.245,,553.245,417.2319,380.2604,305.8696,313.7184,,,,,,533.4877,
1524,Zakir Husain Delhi College (Evening),B.A. (Hons.) Persian,,,,,463.2929,509.0682,554.8435,463.2929,308.0746,215.2179,,235.0279,,554.8435,291.7693,406.3523,,321.3952,
1525,Zakir Husain Delhi College (Evening),B.A. (Hons.) Political Science,,,,,580.0498,580.0498,,580.0498,463.2588,397.4877,411.4445,361.9399,,,,,360.9692,347.4858,
1526,Zakir Husain Delhi College (Evening),B.A. (Hons.) Sanskrit,,,,,394.2529,418.2536,442.2542,394.2529,212.6596,92.3719,,171.0084,,442.2542,146.8299,220.1232,,,
1527,Zakir Husain Delhi College (Evening),B.A. (Hons.) Urdu,,,,,256.6209,259.4975,262.3741,256.6209,263.9965,145.6962,,183.0538,509.9665,262.3741,231.8431,287.2099,,358.0462,
1528,Zakir Husain Delhi College (Evening),B.Com,,,,,646.4675,646.4675,,646.4675,484.4835,361.959,136.8065,502.7363,330.1382,,,,,,
1529,Zakir Husain Delhi College (Evening),B.Com (Hons.),,,,,683.3849,683.3849,,683.3849,525.3797,425.4883,115.5307,563.1962,291.2755,,,,223.5524,,
