id,college,program,subjects,maxComposite,seats,totalApplicants,r1,r2,r3,r1_UR,r1_OBC,r1_SC,r1_ST,r1_EWS,r1_PwBD,r3_UR,r3_OBC,r3_SC,r3_ST,r3_EWS,r3_PwBD
158,College of Vocational Studies,Bachelor of Management Studies (BMS),,,,,498.8658,498.4892,498.1127,498.8658,373.5685,322.6201,133.1535,404.072,327.2313,498.1127,,,270.7128,,217.5077
159,Daulat Ram College (W),B.A Program (Economics + Mathematics),,,,,797.1807,797.1807,,797.1807,624.022,481.5452,540.6859,689.2227,,,,521.7478,,,
160,Daulat Ram College (W),B.A Program (English + History),,,,,775.5275,775.5275,,775.5275,722.0967,627.1444,671.5735,698.7209,279.4263,,,565.8091,,,
161,Daulat Ram College (W),B.A Program (Entrepreneurship And Small Business + Nutrition And Health Education),,,,,720.048,720.048,,720.048,592.1139,515.0464,496.4955,614.6149,373.9563,,,,,,
162,Daulat Ram College (W),B.A Program (Hindi + Physical Education),,,,,593.891,586.9326,579.9742,593.891,455.3071,452.5311,322.8541,369.4476,,579.9742,525.1078,425.6794,,369.4476,
163,Daulat Ram College (W),B.A Program (History + Political Science),,,,,811.6318,811.6318,,811.6318,747.379,666.8613,661.8534,743.0234,444.4304,,,,,,
164,Daulat Ram College (W),B.A Program (Music + Nutrition And Health Education(NHE)),,,,,652.794,651.7125,650.631,652.794,501.0754,429.231,,500.6673,,650.631,,,299.9492,,
165,Daulat Ram College (W),B.A Program (Philosophy + Psychology),,,,,791.7407,791.7407,,791.7407,669.4318,603.2607,526.912,652.6215,,,,,,,
166,Daulat Ram College (W),B.A Program (Physical Education + Political Science),,,,,734.8626,734.8626,,734.8626,605.09,538.7201,520.1566,580.7075,,,,,,529.9516,
167,Daulat Ram College (W),B.A Program (Sanskrit + Music),,,,,327.757,327.757,,327.757,281.7014,,,,,,329.1186,,,,
168,Daulat Ram College (W),B.A. (Hons.) Economics,,,,,794.684,794.684,,794.684,613.9441,525.2076,283.3943,656.7136,,,,,,,
169,Daulat Ram College (W),B.A. (Hons.) English,,,,,782.1261,782.1261,,782.1261,681.481,635.886,612.8133,708.5246,201.0177,,809.9788,,,,201.0177
170,Daulat Ram College (W),B.A. (Hons.) Hindi,,,,,412.156,412.156,,412.156,242.293,294.0413,259.9144,251.0736,,,275.2841,277.698,,340.3553,
171,Daulat Ram College (W),B.A. (Hons.) History,,,,,818.1844,818.1844,,818.1844,755.5463,662.7581,685.9184,736.494,195.6677,,,,,,171.8741
172,Daulat Ram College (W),B.A. (Hons.) Philosophy,,,,,748.5193,748.5193,,748.5193,630.7766,571.4051,463.4998,644.6265,,,,,,,
173,Daulat Ram College (W),B.A. (Hons.) Political Science,,,,,843.3316,843.3316,,843.3316,800.636,710.064,723.7726,804.3253,522.6868,,,,,,
174,Daulat Ram College (W),B.A. (Hons.) Psychology,,,,,874.159,874.159,,874.159,767.7367,744.5551,750.6911,776.1896,595.0981,,,,,,
175,Daulat Ram College (W),B.A. (Hons.) Sanskrit,,,,,146.0145,337.0971,528.1797,146.0145,138.6837,222.5951,,164.1595,,528.1797,453.3592,,,391.9816,
176,Daulat Ram College (W),B.Com,,,,,840.7635,840.7635,,840.7635,753.9714,667.7269,543.8658,802.1613,316.84,,,707.6849,,,550.9839
177,Daulat Ram College (W),B.Com (Hons.),,,,,864.8433,860.1448,855.4463,864.8433,785.3597,702.6021,636.3563,818.8774,190.5184,855.4463,,,,,
178,Daulat Ram College (W),B.Sc (Hons.) Bio-Chemistry,,,,,607.8157,607.8157,,607.8157,544.4899,484.43,430.3048,555.8579,392.4599,,,,,,
179,Daulat Ram College (W),B.Sc (Hons.) Botany,,,,,556.9893,533.779,510.5686,556.9893,503.9957,422.9945,385.4356,495.9384,,510.5686,,,,433.9929,
180,Daulat Ram College (W),B.Sc (Hons.) Chemistry,,,,,429.7362,429.7362,,429.7362,370.8988,248.9297,149.9533,362.5694,,,335.3165,,,325.5998,
181,Daulat Ram College (W),B.Sc (Hons.) Mathematics,,,,,685.3733,685.3733,,685.3733,538.0328,454.1408,333.4116,571.5543,,,,,,,
182,Daulat Ram College (W),B.Sc (Hons.) Physics,,,,,421.3594,393.038,364.7165,421.3594,353.0851,232.3045,108.027,362.63,,364.7165,280.9143,,,,
183,Daulat Ram College (W),B.Sc (Hons.) Zoology,,,,,593.1721,557.6784,522.1848,593.1721,549.0672,462.5823,427.2968,551.8381,200.088,522.1848,488.486,391.542,,,
184,Daulat Ram College (W),B.Sc (Prog.) Life Science,,,,,548.6424,548.6424,,548.6424,497.7789,401.2467,343.3897,508.1512,,,505.2099,,,463.157,
185,Deen Dayal Upadhyaya College,B.A Program (Economics + History),,,,,666.8416,666.8416,,666.8416,531.6172,447.7439,436.8624,499.9532,510.8016,,,,442.3886,,
186,Deen Dayal Upadhyaya College,B.A Program (Economics + Political Science),,,,,682.1852,682.1852,,682.1852,559.121,494.2197,534.1687,533.2752,328.5428,,,,459.1866,,328.5428
187,Deen Dayal Upadhyaya College,B.A Program (History + Political Science),,,,,697.2521,697.2521,,697.2521,589.7885,505.0749,549.4526,535.106,285.6483,,,,,,
188,Deen Dayal Upadhyaya College,B.A. (Hons.) English,,,,,707.0563,707.0563,,707.0563,568.0262,521.0788,510.742,555.0192,175.8785,,,,,,
189,Deen Dayal Upadhyaya College,B.Com (Hons.),,,,,803.49,803.49,,803.49,690.5913,597.8122,463.0837,733.6025,248.7757,,,,,,
190,Deen Dayal Upadhyaya College,B.Sc (Hons.) Botany,,,,,526.1624,505.6261,485.0897,526.1624,455.6081,384.7674,329.3989,461.4806,,485.0897,461.4854,,,,
191,Deen Dayal Upadhyaya College,B.Sc (Hons.) Chemistry,,,,,377.6181,377.6181,,377.6181,320.3021,233.1004,59.9491,322.1814,,,,,,,
192,Deen Dayal Upadhyaya College,B.Sc (Hons.) Computer Science,,,,,675.7273,675.7273,,675.7273,590.9935,496.6308,402.7346,614.3235,177.7683,,624.4034,,,,
193,Deen Dayal Upadhyaya College,B.Sc (Hons.) Electronics,,,,,344.1266,344.1266,,344.1266,261.9183,170.1363,66.5889,268.5464,,,269.5933,,,,
194,Deen Dayal Upadhyaya College,B.Sc (Hons.) Mathematics,,,,,605.4855,605.4855,,605.4855,472.488,367.9649,159.5679,501.2646,,,,,,,
195,Deen Dayal Upadhyaya College,B.Sc (Hons.) Physics,,,,,389.0839,373.2749,357.4658,389.0839,308.2096,214.0539,102.5537,324.0658,,357.4658,,,,,
196,Deen Dayal Upadhyaya College,B.Sc (Hons.) Zoology,,,,,553.2988,553.2988,,553.2988,505.3208,419.3922,407.958,484.1069,,,,,,,
197,Deen Dayal Upadhyaya College,B.Sc (Prog.) Life Science,,,,,524.6054,547.671,570.7366,524.6054,460.0727,373.7555,302.1708,464.6533,,570.7366,,,,,
198,Deen Dayal Upadhyaya College,B.Sc (Prog.) Mathematical Sciences,,,,,564.535,564.535,,564.535,409.5391,328.9323,,431.3864,,,,,366.7674,,
199,Deen Dayal Upadhyaya College,B.Sc (Prog.) Physical Science with Chemistry,,,,,284.5359,284.5359,,284.5359,227.6254,137.2587,100.8339,229.3521,,,,,,,
200,Deen Dayal Upadhyaya College,B.Sc (Prog.) Physical Science with Computer Science/ Informatics Practices,,,,,354.5697,354.5697,,354.5697,271.7269,196.0659,76.0042,310.2545,,,,,,,
201,Deen Dayal Upadhyaya College,Bachelor of Management Studies (BMS),,,,,525.0403,525.0403,,525.0403,416.1036,344.7879,208.2421,462.3757,189.1854,,385.2587,,,,
202,Delhi College of Arts and Commerce,B.A Program (Accounting and Finance + Computer Applications),,,,,774.3738,774.3738,,774.3738,625.1529,602.7047,465.8781,620.2979,,,,,,,177.7803
203,Delhi College of Arts and Commerce,"B.A Program (Advertising, Sales Promotion and Sales Management (ASPSM) + Economics)",,,,,765.9402,765.9402,,765.9402,670.5725,603.4394,535.3985,670.022,391.5074,,,,,,
204,Delhi College of Arts and Commerce,B.A Program (Computer Applications + Mathematics),,,,,704.9323,673.4693,642.0062,704.9323,597.3231,456.6063,420.6822,564.2798,102.2506,642.0062,,,,,
205,Delhi College of Arts and Commerce,B.A Program (Economics + Human Resource Management (HRM)),,,,,787.2352,787.2352,,787.2352,659.6705,571.3851,493.2818,665.5931,391.2191,,,,,,
206,Delhi College of Arts and Commerce,B.A Program (Economics + Mathematics),,,,,774.2058,774.2058,,774.2058,591.7361,474.928,421.4171,702.7336,,,,,,,
207,Delhi College of Arts and Commerce,B.A Program (English + German),,,,,617.2551,617.2551,,617.2551,443.1066,469.9294,,424.0201,,,,437.6284,,,
208,Delhi College of Arts and Commerce,B.A Program (English + Spanish),,,,,583.903,583.903,,583.903,402.804,399.5227,164.9617,381.2776,,,375.075,,,,
209,Delhi College of Arts and Commerce,B.A Program (Hindi + History),,,,,643.9928,643.9928,,643.9928,561.13,471.1601,445.8095,492.3853,348.7201,,,,,,
210,Delhi College of Arts and Commerce,B.A Program (Hindi + Physical Education),,,,,596.3084,596.3084,,596.3084,488.3099,468.5976,349.4681,439.6515,,,,,,,
211,Delhi College of Arts and Commerce,B.A Program (Hindi + Political Science),,,,,660.9968,660.9968,,660.9968,568.4347,518.8238,370.7072,580.355,,,,,,,
212,Delhi College of Arts and Commerce,B.A Program (History + Political Science),,,,,765.3685,765.3685,,765.3685,677.6387,634.6357,589.7557,666.8866,481.2774,,,,,,
213,Delhi College of Arts and Commerce,B.A Program (Operational Research (OR) + Computer Applications),,,,,703.4085,703.4085,,703.4085,520.7827,462.8037,384.0791,492.2999,272.3712,,,,178.898,,
214,Delhi College of Arts and Commerce,B.A. (Hons.) Economics,,,,,784.304,780.1871,776.0703,784.304,595.2723,501.6355,336.0059,635.5835,,776.0703,,,,,
215,Delhi College of Arts and Commerce,B.A. (Hons.) English,,,,,743.0426,743.0426,,743.0426,618.2771,575.0563,560.2774,643.7619,170.676,,697.1873,,,,227.7511
216,Delhi College of Arts and Commerce,B.A. (Hons.) History,,,,,760.3096,781.9303,803.5509,760.3096,692.1201,605.728,608.1388,685.7758,349.7348,803.5509,,,597.8755,,
217,Delhi College of Arts and Commerce,B.A. (Hons.) Journalism,,,,,779.3648,779.3648,,779.3648,642.3224,596.0886,549.9513,694.59,553.0914,,,,,,
218,Delhi College of Arts and Commerce,B.A. (Hons.) Political Science,,,,,793.3562,806.3069,819.2577,793.3562,733.7282,666.4242,674.7209,745.943,430.8781,819.2577,,,,,
219,Delhi College of Arts and Commerce,B.Com,,,,,811.3327,811.3327,,811.3327,715.7302,621.61,516.2116,761.2532,242.4502,,,,,,426.4986
220,Delhi College of Arts and Commerce,B.Com (Hons.),,,,,833.087,828.4629,823.8389,833.087,748.5556,669.2086,610.7279,788.6818,355.92,823.8389,,,,,382.4645
221,Delhi School of Journalism,Five Year Integrated Program in Journalism,,,,,499.6773,484.1757,468.674,499.6773,401.912,366.8347,343.0158,413.6811,209.9154,468.674,369.1205,362.4242,262.9469,373.3365,191.1541
222,Department of Germanic and Romance Studies,B.A. (Hons.) French,,,,,673.9078,673.9078,,673.9078,512.5135,503.3321,466.7593,547.8384,,,,482.4282,347.9981,,
223,Department of Germanic and Romance Studies,B.A. (Hons.) German,,,,,664.6884,664.6884,,664.6884,515.7122,585.4056,357.1942,519.1308,371.6066,,,,223.0242,,
224,Department of Germanic and Romance Studies,B.A. (Hons.) Italian,,,,,617.8258,682.2655,746.7053,617.8258,431.195,453.9694,235.2765,455.4667,,746.7053,,427.7165,,630.0693,
225,Department of Germanic and Romance Studies,B.A. (Hons.) Spanish,,,,,639.5505,632.5171,625.4836,639.5505,479.2553,474.1193,347.4009,495.5337,539.2836,625.4836,597.9342,,,,
226,Department of Slavonic and Finno Ugrian Studies,B.A. (Hons.) Russian,,,,,575.2738,575.2738,,575.2738,398.0831,388.3779,117.3831,376.5339,192.5352,,524.0929,439.394,,457.0703,
227,Deshbandhu College,B.A Program (Bengali + History),,,,,361.3217,414.1481,466.9744,361.3217,278.5438,,,,,466.9744,,,,,
228,Deshbandhu College,B.A Program (Bengali + Political Science),,,,,226.6057,226.6057,,226.6057,,,,,,,,,,,
229,Deshbandhu College,B.A Program (Economics + History),,,,,708.1032,708.1032,,708.1032,664.7363,557.7317,,579.9685,,,,,,,
230,Deshbandhu College,B.A Program (Economics + Mathematics),,,,,722.8369,722.8369,,722.8369,550.6549,426.4401,,470.902,,,,,,,
231,Deshbandhu College,B.A Program (Economics + Philosophy),,,,,686.1092,686.1092,,686.1092,540.9901,462.2069,,524.8468,,,,,,,
232,Deshbandhu College,B.A Program (Economics + Political Science),,,,,726.9759,726.9759,,726.9759,650.2718,536.9807,448.1119,538.1633,,,,,,,
233,Deshbandhu College,B.A Program (English + Economics),,,,,733.8913,733.8913,,733.8913,624.003,589.583,521.5959,616.7487,,,,,,,
234,Deshbandhu College,B.A Program (English + History),,,,,697.5145,697.5145,,697.5145,592.1679,553.1013,,528.5,,,,,,,239.7625
235,Deshbandhu College,B.A Program (English + Mathematics),,,,,656.9124,660.3041,663.6958,656.9124,509.6042,428.8922,,491.8125,,663.6958,,,,,
236,Deshbandhu College,B.A Program (English + Philosophy),,,,,654.4459,654.4459,,654.4459,528.8904,500.8724,484.6682,481.0358,,,,,,,
237,Deshbandhu College,B.A Program (English + Political Science),,,,,705.5538,705.5538,,705.5538,595.7687,544.7628,556.6378,524.5365,288.2769,,,,,,483.2737
238,Deshbandhu College,B.A Program (Hindi + Economics),,,,,639.6393,639.6393,,639.6393,497.4135,455.0301,198.6002,,,,,,,,
239,Deshbandhu College,B.A Program (Hindi + History),,,,,606.5265,641.9087,677.2908,606.5265,517.5063,459.7739,408.2852,448.0562,235.897,677.2908,,,,,
240,Deshbandhu College,B.A Program (Hindi + Philosophy),,,,,611.1418,611.1418,,611.1418,457.9929,427.9029,,454.4497,,,,,,,
241,Deshbandhu College,B.A Program (Hindi + Political Science),,,,,614.5486,614.5486,,614.5486,516.0985,517.679,282.7964,486.2345,,,,,,448.5356,
242,Deshbandhu College,B.A Program (History + Mathematics),,,,,622.003,622.003,,622.003,502.1454,397.8048,,419.762,,,,,,,
243,Deshbandhu College,B.A Program (History + Philosophy),,,,,654.2349,654.2349,,654.2349,520.0236,463.3768,438.8875,,,,,,,,
244,Deshbandhu College,B.A Program (History + Political Science),,,,,667.1899,667.1899,,667.1899,553.5441,479.3842,493.2478,511.5547,451.0933,,,,,,
245,Deshbandhu College,B.A Program (Mathematics + Philosophy),,,,,682.435,648.9287,615.4224,682.435,486.1912,289.1682,,380.5047,,615.4224,,,,,
246,Deshbandhu College,B.A Program (Mathematics + Political Science),,,,,630.402,630.402,,630.402,553.2386,376.1621,,432.3779,,,,,,360.7617,
247,Deshbandhu College,B.A Program (Philosophy + Political Science),,,,,660.0931,660.0931,,660.0931,570.2533,472.4481,459.1866,465.758,,,491.8552,,,,
248,Deshbandhu College,B.A Program (Punjabi + History),,,,,437.3934,437.3934,,437.3934,281.497,,,,,,525.4433,,,,
249,Deshbandhu College,B.A Program (Punjabi + Political Science),,,,,518.8826,518.8826,,518.8826,319.3859,,,,,,212.4127,,,,
250,Deshbandhu College,B.A Program (Sanskrit + Economics),,,,,498.2505,498.2505,,498.2505,196.74,132.1438,,,,,,,,,
251,Deshbandhu College,B.A Program (Sanskrit + History),,,,,412.49,412.49,,412.49,348.0689,275.6036,,,,,226.9859,,,,
252,Deshbandhu College,B.A Program (Sanskrit + Philosophy),,,,,467.5126,467.5126,,467.5126,178.7391,256.2811,,,,,396.8999,,,,
253,Deshbandhu College,B.A Program (Sanskrit + Political Science),,,,,422.5607,458.4941,494.4275,422.5607,348.0228,,,,,494.4275,,,,,
254,Deshbandhu College,B.A Program (Sindhi + History),,,,,320.2356,317.6225,315.0094,320.2356,,,,,,315.0094,,,,,
255,Deshbandhu College,B.A. (Hons.) Economics,,,,,722.9099,722.9099,,722.9099,472.6568,359.8522,285.3248,504.3064,,,,,,,
256,Deshbandhu College,B.A. (Hons.) English,,,,,675.0542,671.408,667.7618,675.0542,533.3192,476.6172,471.053,500.3192,,667.7618,607.8219,,,,
257,Deshbandhu College,B.A. (Hons.) Hindi,,,,,335.8252,335.8252,,335.8252,188.1718,242.6559,,304.6937,,,87.0203,119.9255,,,
258,Deshbandhu College,B.A. (Hons.) History,,,,,665.5249,726.0242,786.5236,665.5249,534.5592,466.0536,453.2144,497.1257,,786.5236,,,,,
259,Deshbandhu College,B.A. (Hons.) Political Science,,,,,718.0797,718.0797,,718.0797,616.0495,536.8793,519.6556,539.0333,,,,,,600.5967,
260,Deshbandhu College,B.A. (Hons.) Sanskrit,,,,,109.1316,324.0742,539.0168,109.1316,230.2566,103.0599,368.16,111.4815,,539.0168,188.7918,101.7991,,116.6535,
261,Deshbandhu College,B.Com (Hons.),,,,,785.428,785.428,,785.428,652.9811,564.5056,389.8785,713.9798,201.2935,,,,,,
262,Deshbandhu College,B.Sc (Hons.) Bio-Chemistry,,,,,583.1257,548.4665,513.8072,583.1257,519.2289,426.2616,404.4317,514.7886,142.0781,513.8072,484.363,364.7491,,,
263,Deshbandhu College,B.Sc (Hons.) Botany,,,,,501.4536,483.8055,466.1573,501.4536,426.4849,355.5245,319.3198,426.1915,,466.1573,415.7339,,272.7552,391.1911,
264,Deshbandhu College,B.Sc (Hons.) Chemistry,,,,,367.197,367.197,,367.197,292.0501,200.0269,134.7258,321.6342,,,,,,,
265,Deshbandhu College,B.Sc (Hons.) Mathematics,,,,,550.3134,572.6953,595.0772,550.3134,431.9499,307.2128,135.1696,439.1099,,595.0772,451.8595,,,,
266,Deshbandhu College,B.Sc (Hons.) Physics,,,,,349.8442,369.8144,389.7847,349.8442,278.3647,173.4699,68.3373,264.2617,,389.7847,295.0408,132.5014,,294.5236,
267,Deshbandhu College,B.Sc (Hons.) Zoology,,,,,527.3808,510.3409,493.3009,527.3808,458.1444,389.1833,353.7502,450.8453,,493.3009,443.4438,,,477.9051,
268,Deshbandhu College,B.Sc (Prog.) Applied Physical Sciences with Industrial Chemistry,,,,,247.2744,225.156,203.0375,247.2744,179.4743,88.6164,,174.5756,,203.0375,116.0856,,,,
269,Deshbandhu College,B.Sc (Prog.) Life Science,,,,,495.9209,495.9209,,495.9209,421.5088,343.7131,291.1684,418.7829,,,448.6248,337.1561,197.6984,,
270,Deshbandhu College,B.Sc (Prog.) Physical Science with Chemistry,,,,,247.996,247.996,,247.996,183.4434,82.1244,,169.6646,,,140.5777,84.1106,,144.1188,
271,Deshbandhu College,B.Sc (Prog.) Physical Science with Computer Science/ Informatics Practices,,,,,306.8389,306.8389,,306.8389,235.492,173.864,154.0786,239.4449,,,,,,,
272,Dr. Bhim Rao Ambedkar College,B.A Program (Economics + Geography),,,,,607.2076,607.2076,,607.2076,480.2877,499.3732,427.4774,444.5696,372.0626,,,,427.3731,499.9532,
273,Dr. Bhim Rao Ambedkar College,B.A Program (Economics + Human Resource Management (HRM)),,,,,670.9432,668.2228,665.5024,670.9432,522.6634,437.3852,395.2249,559.313,,665.5024,,,382.5365,,
274,Dr. Bhim Rao Ambedkar College,B.A Program (Economics + Mathematics),,,,,642.3781,642.3781,,642.3781,395.1922,300.5748,238.3497,386.3879,,,,329.9498,,237.4046,
275,Dr. Bhim Rao Ambedkar College,B.A Program (Economics + OMSP),,,,,618.4468,618.4468,,618.4468,451.8168,381.9327,100.6986,411.0198,,,652.9497,,,,
276,Dr. Bhim Rao Ambedkar College,B.A Program (English + History),,,,,620.0721,620.0721,,620.0721,486.4075,491.4866,450.0922,435.4009,,,605.7349,,,420.4261,254.4613
277,Dr. Bhim Rao Ambedkar College,B.A Program (English + Psychology),,,,,738.608,738.608,,738.608,584.5881,563.4785,536.6484,551.9208,,,,775.7878,,,
278,Dr. Bhim Rao Ambedkar College,B.A Program (Geography + Psychology),,,,,712.6708,712.6708,,712.6708,505.1118,492.5759,480.1417,514.576,,,573.3612,,,,
279,Dr. Bhim Rao Ambedkar College,B.A Program (Hindi + History),,,,,531.4904,531.4904,,531.4904,394.7954,389.1631,312.0217,321.837,270.5568,,,,,423.8949,
280,Dr. Bhim Rao Ambedkar College,B.A Program (Hindi + Political Science),,,,,531.6759,531.6759,,531.6759,402.5589,400.6144,185.8108,249.9659,,,,,,,477.0214
281,Dr. Bhim Rao Ambedkar College,B.A Program (History + Political Science),,,,,604.1188,604.1188,,604.1188,474.8722,453.8738,470.077,424.9309,,,,,,,
282,Dr. Bhim Rao Ambedkar College,B.A Program (Human Resource Management (HRM) + Mathematics),,,,,628.4515,628.4515,,628.4515,449.6382,338.4084,195.6702,445.4941,,,,329.0355,,,
283,Dr. Bhim Rao Ambedkar College,B.A Program (Human Resource Management (HRM) + Psychology),,,,,733.8501,733.8501,,733.8501,572.2098,551.1416,435.0708,647.8738,,,,,,,
284,Dr. Bhim Rao Ambedkar College,B.A Program (Office Management & Secretarial Practice (OMSP) + Political Science),,,,,599.1781,599.1781,,599.1781,436.9985,426.838,378.8537,466.8704,,,,,,509.4813,
285,Dr. Bhim Rao Ambedkar College,B.A Program (Sanskrit + OMSP),,,,,282.3855,382.4694,482.5533,282.3855,250.308,115.3803,,,,482.5533,70.9843,,,,
